Product Description,Frame,SHGC,U-VALUE
E RANGE SOLARVUE Aquamarine HL ,Primador Palace Slider,0.41,4.48
E RANGE SOLARVUE Aquamarine XHL ,Primador Palace Slider,0.47,4.48
E RANGE SOLARVUE Blue HL ,Primador Palace Slider,0.42,4.48
E RANGE SOLARVUE Blue XHL ,Primador Palace Slider,0.47,4.48
E RANGE SOLARVUE Bronze HL ,Primador Palace Slider,0.37,4.48
E RANGE SOLARVUE Bronze XHL ,Primador Palace Slider,0.4,4.48
E RANGE SOLARVUE Grey HL ,Primador Palace Slider,0.35,4.48
E RANGE SOLARVUE Grey XHL ,Primador Palace Slider,0.4,4.48
E RANGE SOLARVUE Neutral HL ,Primador Palace Slider,0.45,4.48
E RANGE SOLARVUE Neutral XHL ,Primador Palace Slider,0.51,4.48
E RANGE SOLARVUE Neutral SHL ,Primador Palace Slider,0.57,4.48
E RANGE SOLARVUE Neutral MHL ,Primador Palace Slider,0.6,4.48
E RANGE SOLARVUE Regal Blue HL ,Primador Palace Slider,0.4,4.48
E RANGE SOLARVUE Regal Blue XHL ,Primador Palace Slider,0.45,4.48
E RANGE SOLARVUE Serene Green HL ,Primador Palace Slider,0.37,4.48
E RANGE SOLARVUE Serene Green XHL ,Primador Palace Slider,0.44,4.48
E RANGE SOLARVUE Serene Green SHL ,Primador Palace Slider,0.46,4.48
E RANGE SOLARVUE Serene Green MHL ,Primador Palace Slider,0.5,4.48
E RANGE SOLARSHIELD Aquamarine S10 ,Primador Palace Slider,0.2,4.48
E RANGE SOLARSHIELD Aquamarine S20 ,Primador Palace Slider,0.28,4.48
E RANGE SOLARSHIELD Aquamarine S30 ,Primador Palace Slider,0.36,4.48
E RANGE SOLARSHIELD Blue S10 ,Primador Palace Slider,0.2,4.48
E RANGE SOLARSHIELD Blue S20 ,Primador Palace Slider,0.28,4.48
E RANGE SOLARSHIELD Blue S30 ,Primador Palace Slider,0.36,4.48
E RANGE SOLARSHIELD Bronze S10 ,Primador Palace Slider,0.21,4.48
E RANGE SOLARSHIELD Bronze S20 ,Primador Palace Slider,0.26,4.48
E RANGE SOLARSHIELD Bronze S30 ,Primador Palace Slider,0.33,4.48
E RANGE SOLARSHIELD Grey S10 ,Primador Palace Slider,0.2,4.48
E RANGE SOLARSHIELD Grey S20 ,Primador Palace Slider,0.26,4.48
E RANGE SOLARSHIELD Grey S30 ,Primador Palace Slider,0.31,4.48
E RANGE SOLARSHIELD Regal Blue S10 ,Primador Palace Slider,0.2,4.48
E RANGE SOLARSHIELD Regal Blue S20 ,Primador Palace Slider,0.27,4.48
E RANGE SOLARSHIELD Regal Blue S30 ,Primador Palace Slider,0.35,4.48
E RANGE SOLARSHIELD Silver S10 ,Primador Palace Slider,0.18,4.48
E RANGE SOLARSHIELD Silver S20 ,Primador Palace Slider,0.29,4.48
E RANGE SOLARSHIELD Silver S30 ,Primador Palace Slider,0.37,4.48
E RANGE SOLARSHIELDSerene Green S10 ,Primador Palace Slider,0.2,4.48
E RANGE SOLARSHIELDSerene Green S20 ,Primador Palace Slider,0.26,4.48
E RANGE SOLARSHIELDSerene Green S30 ,Primador Palace Slider,0.35,4.48
E RANGE ENER-G SMARTNeutral,Primador Palace Slider,0.38,4.48
E RANGE ENER-G SMARTAquamarine,Primador Palace Slider,0.35,4.48
E RANGE ENER-G SMARTBlue,Primador Palace Slider,0.35,4.48
E RANGE ENER-G SMARTBronze,Primador Palace Slider,0.3,4.48
E RANGE ENER-G SMARTGrey,Primador Palace Slider,0.31,4.48
E RANGE ENER-G SMARTregal Blue,Primador Palace Slider,0.33,4.48
E RANGE ENER-G SMARTSerene Green,Primador Palace Slider,0.28,4.48
X2 RESIDENTIAL STANDARD,Primador Palace Slider,0,0
X2 Intruderprufe & Intruderprufe Clear PVB,Primador Palace Slider,0.66,3.77
X2 Aquamarine  ColourVue & ClearVue,Primador Palace Slider,0.59,3.77
X2 Deep Aquamarine ColourVue & ClearVue,Primador Palace Slider,0.48,3.77
X2 Coolblue  ColourVue & ClearVue,Primador Palace Slider,0.59,3.77
X2 Deep Coolblue  ColourVue & ClearVue,Primador Palace Slider,0.57,3.77
X2 Coolbronze  ColourVue & ClearVue,Primador Palace Slider,0.5,3.77
X2 Deep Coolbronze  ColourVue & ClearVue,Primador Palace Slider,0.38,3.77
X2 Coolgrey  ColourVue & ClearVue,Primador Palace Slider,0.48,3.77
X2 Deep Coolgrey  ColourVue & ClearVue,Primador Palace Slider,0.37,3.77
X2 Coral Rose Red  ColourVue & ClearVue,Primador Palace Slider,0.59,3.77
X2 Deep Red  ColourVue & ClearVue,Primador Palace Slider,0.38,3.77
X2 Evening Shadow Black  ColourVue & ClearVue,Primador Palace Slider,0.5,3.77
X2 Regal Blue  ColourVue & ClearVue,Primador Palace Slider,0.55,3.77
X2 Deep Regal Blue  ColourVue & ClearVue,Primador Palace Slider,0.49,3.77
X2 Ruby Red  ColourVue & ClearVue,Primador Palace Slider,0.59,3.77
X2 Sahara Sun Yellow  ColourVue & ClearVue,Primador Palace Slider,0.59,3.77
X2 Sapphire Blue  ColourVue & ClearVue,Primador Palace Slider,0.54,3.77
X2 Shadowlight 50  ColourVue & ClearVue,Primador Palace Slider,0.51,3.77
X2 Shadowlight 25  ColourVue & ClearVue,Primador Palace Slider,0.37,3.77
X2 Shadowlight 10  ColourVue & ClearVue,Primador Palace Slider,0.24,3.77
X2 True Blue  ColourVue & ClearVue,Primador Palace Slider,0.42,3.77
X2 Serene Green  ColourVue & ClearVue,Primador Palace Slider,0.48,3.77
X2 Deep Serene Green ColourVue & ClearVue,Primador Palace Slider,0.39,3.77
X2 Clear CoolVue & ClearVue,Primador Palace Slider,0.38,3.77
X2 Grey CoolVue & ClearVue,Primador Palace Slider,0.26,3.77
X2 Regal Blue CoolVue & ClearVue,Primador Palace Slider,0.3,3.77
X2 Serene Green CoolVue & ClearVue,Primador Palace Slider,0.32,3.77
X2 Aquamarine HL SolarVue & ClearVue,Primador Palace Slider,0.35,3.77
X2 Aquamarine XHL SolarVue & ClearVue,Primador Palace Slider,0.41,3.77
X2 Blue HL SolarVue & ClearVue,Primador Palace Slider,0.36,3.77
X2 Blue XHL SolarVue & ClearVue,Primador Palace Slider,0.42,3.77
X2 Bronze HL SolarVue & ClearVue,Primador Palace Slider,0.31,3.77
X2 Bronze XHL SolarVue & ClearVue,Primador Palace Slider,0.35,3.77
X2 Grey HL SolarVue & ClearVue,Primador Palace Slider,0.3,3.77
X2 Grey XHL SolarVue & ClearVue,Primador Palace Slider,0.34,3.77
X2 Regal Blue HL SolarVue & ClearVue,Primador Palace Slider,0.35,3.77
X2 Regal Blue XHL SolarVue & ClearVue,Primador Palace Slider,0.4,3.77
X2 Neutral HL SolarVue & ClearVue,Primador Palace Slider,0.39,3.77
X2 Neutral XHL SolarVue & ClearVue,Primador Palace Slider,0.45,3.77
X2 Neutral SHL SolarVue & ClearVue,Primador Palace Slider,0.51,3.77
X2 Neutral MHL SolarVue & ClearVue,Primador Palace Slider,0.55,3.77
X2 Serene Green HL Solarvue & Clearvue,Primador Palace Slider,0.32,3.77
X2 Serene Green XHL Solarvue & Clearvue,Primador Palace Slider,0.37,3.77
X2 Serene Green SHL Solarvue & Clearvue,Primador Palace Slider,0.4,3.77
X2 Serene Green MHL Solarvue & Clearvue,Primador Palace Slider,0.44,3.77
X2 Aquamarine S10 Solarshield & ClearVue,Primador Palace Slider,0.16,3.77
X2 Aquamarine S20 Solarshield & ClearVue,Primador Palace Slider,0.23,3.77
X2 Aquamarine S30 Solarshield & ClearVue,Primador Palace Slider,0.3,3.77
X2 Blue S10 Solarshield & ClearVue,Primador Palace Slider,0.16,3.77
X2 Blue S20 Solarshield & ClearVue,Primador Palace Slider,0.24,3.77
X2 Blue S30 Solarshield & ClearVue,Primador Palace Slider,0.31,3.77
X2 Bronze S10 Solarshield & ClearVue,Primador Palace Slider,0.16,3.77
X2 Bronze S20 Solarshield & ClearVue,Primador Palace Slider,0.22,3.77
X2 Bronze S30 Solarshield & ClearVue,Primador Palace Slider,0.27,3.77
X2 Grey S10 Solarshield & ClearVue,Primador Palace Slider,0.16,3.77
X2 Grey S20 Solarshield & ClearVue,Primador Palace Slider,0.21,3.77
X2 Grey S30 Solarshield & ClearVue,Primador Palace Slider,0.26,3.77
X2 Regal Blue S10 Solarshield & ClearVue,Primador Palace Slider,0.16,3.77
X2 Regal Blue S20 Solarshield & ClearVue,Primador Palace Slider,0.22,3.77
X2 Regal Blue S30 Solarshield & ClearVue,Primador Palace Slider,0.29,3.77
X2 Silver S10 Solarshield & ClearVue,Primador Palace Slider,0.15,3.77
X2 Silver S20 Solarshield & ClearVue,Primador Palace Slider,0.25,3.77
X2 Silver S30 Solarshield & ClearVue,Primador Palace Slider,0.32,3.77
X2 Serene Green S10 Solarshield & ClearVue,Primador Palace Slider,0.17,3.77
X2 Serene Green S20 Solarshield & ClearVue,Primador Palace Slider,0.23,3.77
X2 Serene Green S30 Solarshield & ClearVue,Primador Palace Slider,0.29,3.77
X2 RESIDENTIAL PLUS,Primador Palace Slider,0,0
X2 RESIDENTIAL ELITE,Primador Palace Slider,0,0
X2 RESIDENTIAL SUPERIOR,Primador Palace Slider,0,0
X2 Armourplate Low E & Clearvue,Primador Palace Slider,0.64,3.22
X2 Armourplate Solar E & Clearvue,Primador Palace Slider,0.43,3.22
X2 Intruderprufe Low E & Clearvue,Primador Palace Slider,0.64,3.22
X2 Intruderprufe Solar E & Clearvue,Primador Palace Slider,0.43,3.22
X2 Aquamarine  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.54,3.22
X2 Deep Aquamarine  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.42,3.22
X2 Coolblue  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.54,3.22
X2 Deep Coolblue  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.5,3.22
X2 Coolbronze  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.43,3.22
X2 Deep Coolbronze  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.32,3.22
X2 Coolgrey  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.42,3.22
X2 Deep Coolgrey  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.31,3.22
X2 Coral Rose Red  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.54,3.22
X2 Deep Red  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.32,3.22
X2 Evening Shadow Black  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.43,3.22
X2 Regal Blue  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.49,3.22
X2 Deep Regal Blue  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.43,3.22
X2 Ruby Red  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.53,3.22
X2 Sahara Sun Yellow  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.53,3.22
X2 Sapphire Blue  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.48,3.22
X2 Shadowlight 50  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.45,3.22
X2 Shadowlight 25  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.31,3.22
X2 Shadowlight 10  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.19,3.22
X2 True Blue  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.36,3.22
X2 Serene Green  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.42,3.22
X2 Deep Serene Green  ColourVue & Intruderprufe Low E,Primador Palace Slider,0.33,3.22
X2 CoolVue Clear  & Intruderprufe low E,Primador Palace Slider,0.34,3.22
X2 CoolVue Grey  & Intruderprufe low E,Primador Palace Slider,0.21,3.22
X2 CoolVue Regal Blue  & Intruderprufe low E,Primador Palace Slider,0.26,3.22
X2 CoolVue Serene Green & Intruderprufe low E,Primador Palace Slider,0.27,3.22
X2 Aquamarine HL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.3,3.22
X2 Aquamarine XHL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.35,3.22
X2 Blue HL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.31,3.22
X2 Blue XHL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.36,3.22
X2 Bronze HL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.26,3.22
X2 Bronze XHL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.3,3.22
X2 Grey HL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.24,3.22
X2 Grey XHL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.28,3.22
X2 Neutral HL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.34,3.22
X2 Neutral XHL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.39,3.22
X2 Neutral SHL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.44,3.22
X2 Neutral MHL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.48,3.22
X2 Regal Blue HL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.29,3.22
X2 Regal Blue XHL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.34,3.22
X2 Serene Green HL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.26,3.22
X2 Serene Green XHL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.32,3.22
X2 Serene Green SHL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.34,3.22
X2 Serene Green MHL SolarVue & Intruderprufe Low E,Primador Palace Slider,0.38,3.22
X2 Aquamarine S10 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.12,3.22
X2 Aquamarine S20 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.19,3.22
X2 Aquamarine S30 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.25,3.22
X2 Blue S10 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.12,3.22
X2 Blue S20 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.19,3.22
X2 Blue S30 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.25,3.22
X2 Bronze S10 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.12,3.22
X2 Bronze S20 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.17,3.22
X2 Bronze S30 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.22,3.22
X2 Grey S10 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.12,3.22
X2 Grey S20 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.16,3.22
X2 Grey S30 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.21,3.22
X2 Regal Blue S10 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.12,3.22
X2 Regal Blue S20 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.18,3.22
X2 Regal Blue S30 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.24,3.22
X2 Silver S10 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.12,3.22
X2 Silver S20 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.2,3.22
X2 Silver S30 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.27,3.22
X2 Serene Green S10 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.12,3.22
X2Serene Green S20 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.18,3.22
X2 Serene Green S30 Solarshield & Intruderprufe Low E,Primador Palace Slider,0.23,3.22
X2 Ener-G Smart Neutral & Clear Float,Primador Palace Slider,0.32,3.22
X2 Ener-G Smart Aquamarine & Clear Float,Primador Palace Slider,0.28,3.22
X2 Ener-G Smart Blue & Clear Float,Primador Palace Slider,0.29,3.22
X2 Ener-G Smart Bronze & Clear Float,Primador Palace Slider,0.24,3.22
X2 Ener-G Smart Grey & Clear Float,Primador Palace Slider,0.25,3.22
X2 Ener-G Smart Regal Blue & Clear Float,Primador Palace Slider,0.27,3.22
X2 Ener-G Smart Serene Green & Clear Float,Primador Palace Slider,0.22,3.22
4 mm ClearVue,Primador Stacking Door,0.61,6.29
5 mm ClearVue,Primador Stacking Door,0.61,6.29
6 mm ClearVue,Primador Stacking Door,0.61,6.29
8 mm ClearVue,Primador Stacking Door,0.61,6.29
10 mm ClearVue,Primador Stacking Door,0.61,6.29
12 mm ClearVue,Primador Stacking Door,0.61,6.29
15 mm ClearVue,Primador Stacking Door,0.61,6.29
19 mm ClearVue ,Primador Stacking Door,0.61,6.29
"6,38mm Intruderprufe Clear NS",Primador Stacking Door,0.61,6.29
COLOURVUE Aquamarine  ,Primador Stacking Door,0.61,6.29
COLOURVUE Deep Aquamarine  ,Primador Stacking Door,0.59,6.29
COLOURVUE Coolblue  ,Primador Stacking Door,0.61,6.29
COLOURVUE Deep Coolblue  ,Primador Stacking Door,0.61,6.29
COLOURVUE Coolbronze  ,Primador Stacking Door,0.61,6.29
COLOURVUE Deep Coolbronze  ,Primador Stacking Door,0.5,6.29
COLOURVUE Coolgrey  ,Primador Stacking Door,0.6,6.29
COLOURVUE Deep Coolgrey  ,Primador Stacking Door,0.48,6.29
COLOURVUE Coral Rose Red  ,Primador Stacking Door,0.61,6.29
COLOURVUE Dark Red  ,Primador Stacking Door,0.49,6.29
COLOURVUE Evening Shadow Black  ,Primador Stacking Door,0.61,6.29
COLOURVUE Regal Blue  ,Primador Stacking Door,0.61,6.29
COLOURVUE Deep Regal Blue  ,Primador Stacking Door,0.61,6.29
COLOURVUE Ruby Red  ,Primador Stacking Door,0.61,6.29
COLOURVUE Sahara Sun Yellow  ,Primador Stacking Door,0.61,6.29
COLOURVUE Sapphire Blue  ,Primador Stacking Door,0.61,6.29
COLOURVUE Shadowlight 50  ,Primador Stacking Door,0.61,6.29
COLOURVUE Shadowlight 25  ,Primador Stacking Door,0.49,6.29
COLOURVUE Shadowlight 10  ,Primador Stacking Door,0.36,6.29
COLOURVUE True Blue  ,Primador Stacking Door,0.54,6.29
COLOURVUE Serene Green  ,Primador Stacking Door,0.59,6.29
COLOURVUE Deep Serene Green  ,Primador Stacking Door,0.5,6.29
COLOURVUE TRANSLUCENT Aquamarine Translucent  ,Primador Stacking Door,0.5,6.29
COLOURVUE TRANSLUCENT Arctic Snow White  ,Primador Stacking Door,0.61,6.29
COLOURVUE TRANSLUCENT Blue Translucent  ,Primador Stacking Door,0.6,6.29
COLOURVUE TRANSLUCENT Regal Blue Translucent  ,Primador Stacking Door,0.46,6.29
COLOURVUE TRANSLUCENT Bronze Translucent  ,Primador Stacking Door,0.5,6.29
COLOURVUE TRANSLUCENT Grey Translucent  ,Primador Stacking Door,0.5,6.29
COOLVUE CoolVue Clear  ,Primador Stacking Door,0.47,6.29
COOLVUE CoolVue Regal Blue  ,Primador Stacking Door,0.39,6.29
COOLVUE CoolVue Grey  ,Primador Stacking Door,0.34,6.29
COOLVUE CoolVue Serene Green  ,Primador Stacking Door,0.41,6.29
SOLARVUE Aquamarine HL ,Primador Stacking Door,0.46,6.29
SOLARVUE Aquamarine XHL ,Primador Stacking Door,0.52,6.29
SOLARVUE Blue HL ,Primador Stacking Door,0.47,6.29
SOLARVUE Blue XHL ,Primador Stacking Door,0.53,6.29
SOLARVUE Bronze HL ,Primador Stacking Door,0.42,6.29
SOLARVUE Bronze XHL ,Primador Stacking Door,0.46,6.29
SOLARVUE Grey HL ,Primador Stacking Door,0.41,6.29
SOLARVUE Grey XHL ,Primador Stacking Door,0.45,6.29
SOLARVUE Neutral HL ,Primador Stacking Door,0.5,6.29
SOLARVUE Neutral XHL ,Primador Stacking Door,0.56,6.29
SOLARVUE Neutral SHL ,Primador Stacking Door,0.61,6.29
SOLARVUE Neutral MHL ,Primador Stacking Door,0.61,6.29
SOLARVUE Regal Blue HL ,Primador Stacking Door,0.45,6.29
SOLARVUE Regal Blue XHL ,Primador Stacking Door,0.51,6.29
SOLARVUE Serene Green HL ,Primador Stacking Door,0.43,6.29
SOLARSHIELD Aquamarine S10 ,Primador Stacking Door,0.25,6.29
SOLARSHIELD Aquamarine S20 ,Primador Stacking Door,0.33,6.29
SOLARSHIELD Aquamarine S30 ,Primador Stacking Door,0.41,6.29
SOLARSHIELD Blue S10 ,Primador Stacking Door,0.25,6.29
SOLARSHIELD Blue S20 ,Primador Stacking Door,0.33,6.29
SOLARSHIELD Blue S30 ,Primador Stacking Door,0.41,6.29
SOLARSHIELD Bronze S10 ,Primador Stacking Door,0.26,6.29
SOLARSHIELD Bronze S20 ,Primador Stacking Door,0.32,6.29
SOLARSHIELD Bronze S30 ,Primador Stacking Door,0.38,6.29
SOLARSHIELD Grey S10 ,Primador Stacking Door,0.26,6.29
SOLARSHIELD Grey S20 ,Primador Stacking Door,0.32,6.29
SOLARSHIELD Grey S30 ,Primador Stacking Door,0.37,6.29
SOLARSHIELD Regal Blue S10 ,Primador Stacking Door,0.25,6.29
SOLARSHIELD Regal Blue S20 ,Primador Stacking Door,0.32,6.29
SOLARSHIELD Regal Blue S30 ,Primador Stacking Door,0.4,6.29
SOLARSHIELD Silver S10 ,Primador Stacking Door,0.23,6.29
SOLARSHIELD Silver S20 ,Primador Stacking Door,0.34,6.29
SOLARSHIELD Silver S30 ,Primador Stacking Door,0.42,6.29
SOLARSHIELDSerene Green S10 ,Primador Stacking Door,0.26,6.29
SOLARSHIELDSerene Green S20 ,Primador Stacking Door,0.33,6.29
SOLARSHIELDSerene Green S30 ,Primador Stacking Door,0.4,6.29
E RANGE Armourplate Low E TOUGHENED SAFETY GLASS ,Primador Stacking Door,0.66,5.07
E RANGE Armourplate Solar E TOUGHENED SAFETY GLASS ,Primador Stacking Door,0.51,5.07
E RANGE Intruderpufe Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.66,5.07
E RANGE Intruderpufe Solar E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.51,5.07
E RANGE Aquamarine Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.64,5.07
E RANGE Deep Aquamarine Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.56,5.07
E RANGE Cool Blue Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.66,5.07
E RANGE Deep Cool Blue Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.6,5.07
E RANGE Cool Bronze Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.57,5.07
E RANGE Deep Cool Bronze Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.46,5.07
E RANGE Cool Grey Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.55,5.07
E RANGE Deep Cool Grey Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.43,5.07
E RANGE Regal Blue Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.61,5.07
E RANGE Deep Regal Blue Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.51,5.07
E RANGE Serene Green Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.5,5.07
E RANGE Coolvue Clear Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.43,5.07
E RANGE Coolvue Regal Blue Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.35,5.07
E RANGE Coolvue Grey Low E LAMINATED SAFETY GLASS ,Primador Stacking Door,0.3,5.07
E RANGE SOLARVUE Aquamarine HL ,Primador Stacking Door,0.41,5.07
E RANGE SOLARVUE Aquamarine XHL ,Primador Stacking Door,0.47,5.07
E RANGE SOLARVUE Blue HL ,Primador Stacking Door,0.42,5.07
E RANGE SOLARVUE Blue XHL ,Primador Stacking Door,0.47,5.07
E RANGE SOLARVUE Bronze HL ,Primador Stacking Door,0.37,5.07
E RANGE SOLARVUE Bronze XHL ,Primador Stacking Door,0.4,5.07
E RANGE SOLARVUE Grey HL ,Primador Stacking Door,0.35,5.07
E RANGE SOLARVUE Grey XHL ,Primador Stacking Door,0.4,5.07
E RANGE SOLARVUE Neutral HL ,Primador Stacking Door,0.45,5.07
E RANGE SOLARVUE Neutral XHL ,Primador Stacking Door,0.51,5.07
E RANGE SOLARVUE Neutral SHL ,Primador Stacking Door,0.57,5.07
E RANGE SOLARVUE Neutral MHL ,Primador Stacking Door,0.6,5.07
E RANGE SOLARVUE Regal Blue HL ,Primador Stacking Door,0.4,5.07
E RANGE SOLARVUE Regal Blue XHL ,Primador Stacking Door,0.45,5.07
E RANGE SOLARVUE Serene Green HL ,Primador Stacking Door,0.37,5.07
E RANGE SOLARVUE Serene Green XHL ,Primador Stacking Door,0.44,5.07
E RANGE SOLARVUE Serene Green SHL ,Primador Stacking Door,0.46,5.07
E RANGE SOLARVUE Serene Green MHL ,Primador Stacking Door,0.5,5.07
E RANGE SOLARSHIELD Aquamarine S10 ,Primador Stacking Door,0.2,5.07
E RANGE SOLARSHIELD Aquamarine S20 ,Primador Stacking Door,0.28,5.07
E RANGE SOLARSHIELD Aquamarine S30 ,Primador Stacking Door,0.36,5.07
E RANGE SOLARSHIELD Blue S10 ,Primador Stacking Door,0.2,5.07
E RANGE SOLARSHIELD Blue S20 ,Primador Stacking Door,0.28,5.07
E RANGE SOLARSHIELD Blue S30 ,Primador Stacking Door,0.36,5.07
E RANGE SOLARSHIELD Bronze S10 ,Primador Stacking Door,0.21,5.07
E RANGE SOLARSHIELD Bronze S20 ,Primador Stacking Door,0.26,5.07
E RANGE SOLARSHIELD Bronze S30 ,Primador Stacking Door,0.33,5.07
E RANGE SOLARSHIELD Grey S10 ,Primador Stacking Door,0.2,5.07
E RANGE SOLARSHIELD Grey S20 ,Primador Stacking Door,0.26,5.07
E RANGE SOLARSHIELD Grey S30 ,Primador Stacking Door,0.31,5.07
E RANGE SOLARSHIELD Regal Blue S10 ,Primador Stacking Door,0.2,5.07
E RANGE SOLARSHIELD Regal Blue S20 ,Primador Stacking Door,0.27,5.07
E RANGE SOLARSHIELD Regal Blue S30 ,Primador Stacking Door,0.35,5.07
E RANGE SOLARSHIELD Silver S10 ,Primador Stacking Door,0.18,5.07
E RANGE SOLARSHIELD Silver S20 ,Primador Stacking Door,0.29,5.07
E RANGE SOLARSHIELD Silver S30 ,Primador Stacking Door,0.37,5.07
E RANGE SOLARSHIELDSerene Green S10 ,Primador Stacking Door,0.2,5.07
E RANGE SOLARSHIELDSerene Green S20 ,Primador Stacking Door,0.26,5.07
E RANGE SOLARSHIELDSerene Green S30 ,Primador Stacking Door,0.35,5.07
E RANGE ENER-G SMARTNeutral,Primador Stacking Door,0.38,5.07
E RANGE ENER-G SMARTAquamarine,Primador Stacking Door,0.35,5.07
E RANGE ENER-G SMARTBlue,Primador Stacking Door,0.35,5.07
E RANGE ENER-G SMARTBronze,Primador Stacking Door,0.3,5.07
E RANGE ENER-G SMARTGrey,Primador Stacking Door,0.31,5.07
E RANGE ENER-G SMARTregal Blue,Primador Stacking Door,0.33,5.07
E RANGE ENER-G SMARTSerene Green,Primador Stacking Door,0.28,5.07
X2 RESIDENTIAL STANDARD,Primador Stacking Door,0,0
X2 Intruderprufe & Intruderprufe Clear PVB,Primador Stacking Door,0.66,4.11
X2 Aquamarine  ColourVue & ClearVue,Primador Stacking Door,0.59,4.11
X2 Deep Aquamarine ColourVue & ClearVue,Primador Stacking Door,0.48,4.11
X2 Coolblue  ColourVue & ClearVue,Primador Stacking Door,0.59,4.11
X2 Deep Coolblue  ColourVue & ClearVue,Primador Stacking Door,0.57,4.11
X2 Coolbronze  ColourVue & ClearVue,Primador Stacking Door,0.5,4.11
X2 Deep Coolbronze  ColourVue & ClearVue,Primador Stacking Door,0.38,4.11
X2 Coolgrey  ColourVue & ClearVue,Primador Stacking Door,0.48,4.11
X2 Deep Coolgrey  ColourVue & ClearVue,Primador Stacking Door,0.37,4.11
X2 Coral Rose Red  ColourVue & ClearVue,Primador Stacking Door,0.59,4.11
X2 Deep Red  ColourVue & ClearVue,Primador Stacking Door,0.38,4.11
