Product Description,Frame,SHGC,U-VALUE
X2 Evening Shadow Black  ColourVue & ClearVue,Primador Stacking Door,0.5,4.11
X2 Regal Blue  ColourVue & ClearVue,Primador Stacking Door,0.55,4.11
X2 Deep Regal Blue  ColourVue & ClearVue,Primador Stacking Door,0.49,4.11
X2 Ruby Red  ColourVue & ClearVue,Primador Stacking Door,0.59,4.11
X2 Sahara Sun Yellow  ColourVue & ClearVue,Primador Stacking Door,0.59,4.11
X2 Sapphire Blue  ColourVue & ClearVue,Primador Stacking Door,0.54,4.11
X2 Shadowlight 50  ColourVue & ClearVue,Primador Stacking Door,0.51,4.11
X2 Shadowlight 25  ColourVue & ClearVue,Primador Stacking Door,0.37,4.11
X2 Shadowlight 10  ColourVue & ClearVue,Primador Stacking Door,0.24,4.11
X2 True Blue  ColourVue & ClearVue,Primador Stacking Door,0.42,4.11
X2 Serene Green  ColourVue & ClearVue,Primador Stacking Door,0.48,4.11
X2 Deep Serene Green ColourVue & ClearVue,Primador Stacking Door,0.39,4.11
X2 Clear CoolVue & ClearVue,Primador Stacking Door,0.38,4.11
X2 Grey CoolVue & ClearVue,Primador Stacking Door,0.26,4.11
X2 Regal Blue CoolVue & ClearVue,Primador Stacking Door,0.3,4.11
X2 Serene Green CoolVue & ClearVue,Primador Stacking Door,0.32,4.11
X2 Aquamarine HL SolarVue & ClearVue,Primador Stacking Door,0.35,4.11
X2 Aquamarine XHL SolarVue & ClearVue,Primador Stacking Door,0.41,4.11
X2 Blue HL SolarVue & ClearVue,Primador Stacking Door,0.36,4.11
X2 Blue XHL SolarVue & ClearVue,Primador Stacking Door,0.42,4.11
X2 Bronze HL SolarVue & ClearVue,Primador Stacking Door,0.31,4.11
X2 Bronze XHL SolarVue & ClearVue,Primador Stacking Door,0.35,4.11
X2 Grey HL SolarVue & ClearVue,Primador Stacking Door,0.3,4.11
X2 Grey XHL SolarVue & ClearVue,Primador Stacking Door,0.34,4.11
X2 Regal Blue HL SolarVue & ClearVue,Primador Stacking Door,0.35,4.11
X2 Regal Blue XHL SolarVue & ClearVue,Primador Stacking Door,0.4,4.11
X2 Neutral HL SolarVue & ClearVue,Primador Stacking Door,0.39,4.11
X2 Neutral XHL SolarVue & ClearVue,Primador Stacking Door,0.45,4.11
X2 Neutral SHL SolarVue & ClearVue,Primador Stacking Door,0.51,4.11
X2 Neutral MHL SolarVue & ClearVue,Primador Stacking Door,0.55,4.11
X2 Serene Green HL Solarvue & Clearvue,Primador Stacking Door,0.32,4.11
X2 Serene Green XHL Solarvue & Clearvue,Primador Stacking Door,0.37,4.11
X2 Serene Green SHL Solarvue & Clearvue,Primador Stacking Door,0.4,4.11
X2 Serene Green MHL Solarvue & Clearvue,Primador Stacking Door,0.44,4.11
X2 Aquamarine S10 Solarshield & ClearVue,Primador Stacking Door,0.16,4.11
X2 Aquamarine S20 Solarshield & ClearVue,Primador Stacking Door,0.23,4.11
X2 Aquamarine S30 Solarshield & ClearVue,Primador Stacking Door,0.3,4.11
X2 Blue S10 Solarshield & ClearVue,Primador Stacking Door,0.16,4.11
X2 Blue S20 Solarshield & ClearVue,Primador Stacking Door,0.24,4.11
X2 Blue S30 Solarshield & ClearVue,Primador Stacking Door,0.31,4.11
X2 Bronze S10 Solarshield & ClearVue,Primador Stacking Door,0.16,4.11
X2 Bronze S20 Solarshield & ClearVue,Primador Stacking Door,0.22,4.11
X2 Bronze S30 Solarshield & ClearVue,Primador Stacking Door,0.27,4.11
X2 Grey S10 Solarshield & ClearVue,Primador Stacking Door,0.16,4.11
X2 Grey S20 Solarshield & ClearVue,Primador Stacking Door,0.21,4.11
X2 Grey S30 Solarshield & ClearVue,Primador Stacking Door,0.26,4.11
X2 Regal Blue S10 Solarshield & ClearVue,Primador Stacking Door,0.16,4.11
X2 Regal Blue S20 Solarshield & ClearVue,Primador Stacking Door,0.22,4.11
X2 Regal Blue S30 Solarshield & ClearVue,Primador Stacking Door,0.29,4.11
X2 Silver S10 Solarshield & ClearVue,Primador Stacking Door,0.15,4.11
X2 Silver S20 Solarshield & ClearVue,Primador Stacking Door,0.25,4.11
X2 Silver S30 Solarshield & ClearVue,Primador Stacking Door,0.32,4.11
X2 Serene Green S10 Solarshield & ClearVue,Primador Stacking Door,0.17,4.11
X2 Serene Green S20 Solarshield & ClearVue,Primador Stacking Door,0.23,4.11
X2 Serene Green S30 Solarshield & ClearVue,Primador Stacking Door,0.29,4.11
X2 RESIDENTIAL PLUS,Primador Stacking Door,0,0
X2 RESIDENTIAL ELITE,Primador Stacking Door,0,0
X2 RESIDENTIAL SUPERIOR,Primador Stacking Door,0,0
X2 Armourplate Low E & Clearvue,Primador Stacking Door,0.64,3.76
X2 Armourplate Solar E & Clearvue,Primador Stacking Door,0.43,3.76
X2 Intruderprufe Low E & Clearvue,Primador Stacking Door,0.64,3.76
X2 Intruderprufe Solar E & Clearvue,Primador Stacking Door,0.43,3.76
X2 Aquamarine  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.54,3.76
X2 Deep Aquamarine  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.42,3.76
X2 Coolblue  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.54,3.76
X2 Deep Coolblue  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.5,3.76
X2 Coolbronze  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.43,3.76
X2 Deep Coolbronze  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.32,3.76
X2 Coolgrey  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.42,3.76
X2 Deep Coolgrey  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.31,3.76
X2 Coral Rose Red  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.54,3.76
X2 Deep Red  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.32,3.76
X2 Evening Shadow Black  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.43,3.76
X2 Regal Blue  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.49,3.76
X2 Deep Regal Blue  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.43,3.76
X2 Ruby Red  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.53,3.76
X2 Sahara Sun Yellow  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.53,3.76
X2 Sapphire Blue  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.48,3.76
X2 Shadowlight 50  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.45,3.76
X2 Shadowlight 25  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.31,3.76
X2 Shadowlight 10  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.19,3.76
X2 True Blue  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.36,3.76
X2 Serene Green  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.42,3.76
X2 Deep Serene Green  ColourVue & Intruderprufe Low E,Primador Stacking Door,0.33,3.76
X2 CoolVue Clear  & Intruderprufe low E,Primador Stacking Door,0.34,3.76
X2 CoolVue Grey  & Intruderprufe low E,Primador Stacking Door,0.21,3.76
X2 CoolVue Regal Blue  & Intruderprufe low E,Primador Stacking Door,0.26,3.76
X2 CoolVue Serene Green & Intruderprufe low E,Primador Stacking Door,0.27,3.76
X2 Aquamarine HL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.3,3.76
X2 Aquamarine XHL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.35,3.76
X2 Blue HL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.31,3.76
X2 Blue XHL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.36,3.76
X2 Bronze HL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.26,3.76
X2 Bronze XHL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.3,3.76
X2 Grey HL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.24,3.76
X2 Grey XHL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.28,3.76
X2 Neutral HL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.34,3.76
X2 Neutral XHL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.39,3.76
X2 Neutral SHL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.44,3.76
X2 Neutral MHL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.48,3.76
X2 Regal Blue HL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.29,3.76
X2 Regal Blue XHL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.34,3.76
X2 Serene Green HL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.26,3.76
X2 Serene Green XHL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.32,3.76
X2 Serene Green SHL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.34,3.76
X2 Serene Green MHL SolarVue & Intruderprufe Low E,Primador Stacking Door,0.38,3.76
X2 Aquamarine S10 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.12,3.76
X2 Aquamarine S20 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.19,3.76
X2 Aquamarine S30 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.25,3.76
X2 Blue S10 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.12,3.76
X2 Blue S20 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.19,3.76
X2 Blue S30 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.25,3.76
X2 Bronze S10 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.12,3.76
X2 Bronze S20 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.17,3.76
X2 Bronze S30 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.22,3.76
X2 Grey S10 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.12,3.76
X2 Grey S20 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.16,3.76
X2 Grey S30 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.21,3.76
X2 Regal Blue S10 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.12,3.76
X2 Regal Blue S20 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.18,3.76
X2 Regal Blue S30 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.24,3.76
X2 Silver S10 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.12,3.76
X2 Silver S20 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.2,3.76
X2 Silver S30 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.27,3.76
X2 Serene Green S10 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.12,3.76
X2Serene Green S20 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.18,3.76
X2 Serene Green S30 Solarshield & Intruderprufe Low E,Primador Stacking Door,0.23,3.76
X2 Ener-G Smart Neutral & Clear Float,Primador Stacking Door,0.32,3.76
X2 Ener-G Smart Aquamarine & Clear Float,Primador Stacking Door,0.28,3.76
X2 Ener-G Smart Blue & Clear Float,Primador Stacking Door,0.29,3.76
X2 Ener-G Smart Bronze & Clear Float,Primador Stacking Door,0.24,3.76
X2 Ener-G Smart Grey & Clear Float,Primador Stacking Door,0.25,3.76
X2 Ener-G Smart Regal Blue & Clear Float,Primador Stacking Door,0.27,3.76
X2 Ener-G Smart Serene Green & Clear Float,Primador Stacking Door,0.22,3.76
4 mm ClearVue,Primador Hinged Doors,0.61,6.29
5 mm ClearVue,Primador Hinged Doors,0.61,6.29
6 mm ClearVue,Primador Hinged Doors,0.61,6.29
8 mm ClearVue,Primador Hinged Doors,0.61,6.29
10 mm ClearVue,Primador Hinged Doors,0.61,6.29
12 mm ClearVue,Primador Hinged Doors,0.61,6.29
15 mm ClearVue,Primador Hinged Doors,0.61,6.29
19 mm ClearVue ,Primador Hinged Doors,0.61,6.29
"6,38mm Intruderprufe Clear NS",Primador Hinged Doors,0.61,6.29
COLOURVUE Aquamarine  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Deep Aquamarine  ,Primador Hinged Doors,0.59,6.29
COLOURVUE Coolblue  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Deep Coolblue  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Coolbronze  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Deep Coolbronze  ,Primador Hinged Doors,0.5,6.29
COLOURVUE Coolgrey  ,Primador Hinged Doors,0.6,6.29
COLOURVUE Deep Coolgrey  ,Primador Hinged Doors,0.48,6.29
COLOURVUE Coral Rose Red  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Dark Red  ,Primador Hinged Doors,0.49,6.29
COLOURVUE Evening Shadow Black  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Regal Blue  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Deep Regal Blue  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Ruby Red  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Sahara Sun Yellow  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Sapphire Blue  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Shadowlight 50  ,Primador Hinged Doors,0.61,6.29
COLOURVUE Shadowlight 25  ,Primador Hinged Doors,0.49,6.29
COLOURVUE Shadowlight 10  ,Primador Hinged Doors,0.36,6.29
COLOURVUE True Blue  ,Primador Hinged Doors,0.54,6.29
COLOURVUE Serene Green  ,Primador Hinged Doors,0.59,6.29
COLOURVUE Deep Serene Green  ,Primador Hinged Doors,0.5,6.29
COLOURVUE TRANSLUCENT Aquamarine Translucent  ,Primador Hinged Doors,0.5,6.29
COLOURVUE TRANSLUCENT Arctic Snow White  ,Primador Hinged Doors,0.61,6.29
COLOURVUE TRANSLUCENT Blue Translucent  ,Primador Hinged Doors,0.6,6.29
COLOURVUE TRANSLUCENT Regal Blue Translucent  ,Primador Hinged Doors,0.46,6.29
COLOURVUE TRANSLUCENT Bronze Translucent  ,Primador Hinged Doors,0.5,6.29
COLOURVUE TRANSLUCENT Grey Translucent  ,Primador Hinged Doors,0.5,6.29
COOLVUE CoolVue Clear  ,Primador Hinged Doors,0.47,6.29
COOLVUE CoolVue Regal Blue  ,Primador Hinged Doors,0.39,6.29
COOLVUE CoolVue Grey  ,Primador Hinged Doors,0.34,6.29
COOLVUE CoolVue Serene Green  ,Primador Hinged Doors,0.41,6.29
SOLARVUE Aquamarine HL ,Primador Hinged Doors,0.46,6.29
SOLARVUE Aquamarine XHL ,Primador Hinged Doors,0.52,6.29
SOLARVUE Blue HL ,Primador Hinged Doors,0.47,6.29
SOLARVUE Blue XHL ,Primador Hinged Doors,0.53,6.29
SOLARVUE Bronze HL ,Primador Hinged Doors,0.42,6.29
SOLARVUE Bronze XHL ,Primador Hinged Doors,0.46,6.29
SOLARVUE Grey HL ,Primador Hinged Doors,0.41,6.29
SOLARVUE Grey XHL ,Primador Hinged Doors,0.45,6.29
SOLARVUE Neutral HL ,Primador Hinged Doors,0.5,6.29
SOLARVUE Neutral XHL ,Primador Hinged Doors,0.56,6.29
SOLARVUE Neutral SHL ,Primador Hinged Doors,0.61,6.29
SOLARVUE Neutral MHL ,Primador Hinged Doors,0.61,6.29
SOLARVUE Regal Blue HL ,Primador Hinged Doors,0.45,6.29
SOLARVUE Regal Blue XHL ,Primador Hinged Doors,0.51,6.29
SOLARVUE Serene Green HL ,Primador Hinged Doors,0.43,6.29
SOLARSHIELD Aquamarine S10 ,Primador Hinged Doors,0.25,6.29
SOLARSHIELD Aquamarine S20 ,Primador Hinged Doors,0.33,6.29
SOLARSHIELD Aquamarine S30 ,Primador Hinged Doors,0.41,6.29
SOLARSHIELD Blue S10 ,Primador Hinged Doors,0.25,6.29
SOLARSHIELD Blue S20 ,Primador Hinged Doors,0.33,6.29
SOLARSHIELD Blue S30 ,Primador Hinged Doors,0.41,6.29
SOLARSHIELD Bronze S10 ,Primador Hinged Doors,0.26,6.29
SOLARSHIELD Bronze S20 ,Primador Hinged Doors,0.32,6.29
SOLARSHIELD Bronze S30 ,Primador Hinged Doors,0.38,6.29
SOLARSHIELD Grey S10 ,Primador Hinged Doors,0.26,6.29
SOLARSHIELD Grey S20 ,Primador Hinged Doors,0.32,6.29
SOLARSHIELD Grey S30 ,Primador Hinged Doors,0.37,6.29
SOLARSHIELD Regal Blue S10 ,Primador Hinged Doors,0.25,6.29
SOLARSHIELD Regal Blue S20 ,Primador Hinged Doors,0.32,6.29
SOLARSHIELD Regal Blue S30 ,Primador Hinged Doors,0.4,6.29
SOLARSHIELD Silver S10 ,Primador Hinged Doors,0.23,6.29
SOLARSHIELD Silver S20 ,Primador Hinged Doors,0.34,6.29
SOLARSHIELD Silver S30 ,Primador Hinged Doors,0.42,6.29
SOLARSHIELDSerene Green S10 ,Primador Hinged Doors,0.26,6.29
SOLARSHIELDSerene Green S20 ,Primador Hinged Doors,0.33,6.29
SOLARSHIELDSerene Green S30 ,Primador Hinged Doors,0.4,6.29
E RANGE Armourplate Low E TOUGHENED SAFETY GLASS ,Primador Hinged Doors,0.66,5.07
E RANGE Armourplate Solar E TOUGHENED SAFETY GLASS ,Primador Hinged Doors,0.51,5.07
E RANGE Intruderpufe Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.66,5.07
E RANGE Intruderpufe Solar E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.51,5.07
E RANGE Aquamarine Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.64,5.07
E RANGE Deep Aquamarine Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.56,5.07
E RANGE Cool Blue Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.66,5.07
E RANGE Deep Cool Blue Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.6,5.07
E RANGE Cool Bronze Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.57,5.07
E RANGE Deep Cool Bronze Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.46,5.07
E RANGE Cool Grey Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.55,5.07
E RANGE Deep Cool Grey Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.43,5.07
E RANGE Regal Blue Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.61,5.07
E RANGE Deep Regal Blue Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.51,5.07
E RANGE Serene Green Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.5,5.07
E RANGE Coolvue Clear Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.43,5.07
E RANGE Coolvue Regal Blue Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.35,5.07
E RANGE Coolvue Grey Low E LAMINATED SAFETY GLASS ,Primador Hinged Doors,0.3,5.07
E RANGE SOLARVUE Aquamarine HL ,Primador Hinged Doors,0.41,5.07
E RANGE SOLARVUE Aquamarine XHL ,Primador Hinged Doors,0.47,5.07
E RANGE SOLARVUE Blue HL ,Primador Hinged Doors,0.42,5.07
E RANGE SOLARVUE Blue XHL ,Primador Hinged Doors,0.47,5.07
E RANGE SOLARVUE Bronze HL ,Primador Hinged Doors,0.37,5.07
E RANGE SOLARVUE Bronze XHL ,Primador Hinged Doors,0.4,5.07
E RANGE SOLARVUE Grey HL ,Primador Hinged Doors,0.35,5.07
E RANGE SOLARVUE Grey XHL ,Primador Hinged Doors,0.4,5.07
E RANGE SOLARVUE Neutral HL ,Primador Hinged Doors,0.45,5.07
E RANGE SOLARVUE Neutral XHL ,Primador Hinged Doors,0.51,5.07
E RANGE SOLARVUE Neutral SHL ,Primador Hinged Doors,0.57,5.07
E RANGE SOLARVUE Neutral MHL ,Primador Hinged Doors,0.6,5.07
E RANGE SOLARVUE Regal Blue HL ,Primador Hinged Doors,0.4,5.07
E RANGE SOLARVUE Regal Blue XHL ,Primador Hinged Doors,0.45,5.07
E RANGE SOLARVUE Serene Green HL ,Primador Hinged Doors,0.37,5.07
E RANGE SOLARVUE Serene Green XHL ,Primador Hinged Doors,0.44,5.07
E RANGE SOLARVUE Serene Green SHL ,Primador Hinged Doors,0.46,5.07
E RANGE SOLARVUE Serene Green MHL ,Primador Hinged Doors,0.5,5.07
E RANGE SOLARSHIELD Aquamarine S10 ,Primador Hinged Doors,0.2,5.07
E RANGE SOLARSHIELD Aquamarine S20 ,Primador Hinged Doors,0.28,5.07
E RANGE SOLARSHIELD Aquamarine S30 ,Primador Hinged Doors,0.36,5.07
E RANGE SOLARSHIELD Blue S10 ,Primador Hinged Doors,0.2,5.07
E RANGE SOLARSHIELD Blue S20 ,Primador Hinged Doors,0.28,5.07
E RANGE SOLARSHIELD Blue S30 ,Primador Hinged Doors,0.36,5.07
E RANGE SOLARSHIELD Bronze S10 ,Primador Hinged Doors,0.21,5.07
E RANGE SOLARSHIELD Bronze S20 ,Primador Hinged Doors,0.26,5.07
E RANGE SOLARSHIELD Bronze S30 ,Primador Hinged Doors,0.33,5.07
E RANGE SOLARSHIELD Grey S10 ,Primador Hinged Doors,0.2,5.07
E RANGE SOLARSHIELD Grey S20 ,Primador Hinged Doors,0.26,5.07
E RANGE SOLARSHIELD Grey S30 ,Primador Hinged Doors,0.31,5.07
E RANGE SOLARSHIELD Regal Blue S10 ,Primador Hinged Doors,0.2,5.07
E RANGE SOLARSHIELD Regal Blue S20 ,Primador Hinged Doors,0.27,5.07
E RANGE SOLARSHIELD Regal Blue S30 ,Primador Hinged Doors,0.35,5.07
E RANGE SOLARSHIELD Silver S10 ,Primador Hinged Doors,0.18,5.07
E RANGE SOLARSHIELD Silver S20 ,Primador Hinged Doors,0.29,5.07
E RANGE SOLARSHIELD Silver S30 ,Primador Hinged Doors,0.37,5.07
E RANGE SOLARSHIELDSerene Green S10 ,Primador Hinged Doors,0.2,5.07
E RANGE SOLARSHIELDSerene Green S20 ,Primador Hinged Doors,0.26,5.07
E RANGE SOLARSHIELDSerene Green S30 ,Primador Hinged Doors,0.35,5.07
E RANGE ENER-G SMARTNeutral,Primador Hinged Doors,0.38,5.07
E RANGE ENER-G SMARTAquamarine,Primador Hinged Doors,0.35,5.07
E RANGE ENER-G SMARTBlue,Primador Hinged Doors,0.35,5.07
E RANGE ENER-G SMARTBronze,Primador Hinged Doors,0.3,5.07
E RANGE ENER-G SMARTGrey,Primador Hinged Doors,0.31,5.07
E RANGE ENER-G SMARTregal Blue,Primador Hinged Doors,0.33,5.07
E RANGE ENER-G SMARTSerene Green,Primador Hinged Doors,0.28,5.07
X2 RESIDENTIAL STANDARD,Primador Hinged Doors,0,0
X2 Intruderprufe & Intruderprufe Clear PVB,Primador Hinged Doors,0.66,4.22
X2 Aquamarine  ColourVue & ClearVue,Primador Hinged Doors,0.59,4.22
X2 Deep Aquamarine ColourVue & ClearVue,Primador Hinged Doors,0.48,4.22
X2 Coolblue  ColourVue & ClearVue,Primador Hinged Doors,0.59,4.22
X2 Deep Coolblue  ColourVue & ClearVue,Primador Hinged Doors,0.57,4.22
X2 Coolbronze  ColourVue & ClearVue,Primador Hinged Doors,0.5,4.22
X2 Deep Coolbronze  ColourVue & ClearVue,Primador Hinged Doors,0.38,4.22
X2 Coolgrey  ColourVue & ClearVue,Primador Hinged Doors,0.48,4.22
X2 Deep Coolgrey  ColourVue & ClearVue,Primador Hinged Doors,0.37,4.22
X2 Coral Rose Red  ColourVue & ClearVue,Primador Hinged Doors,0.59,4.22
X2 Deep Red  ColourVue & ClearVue,Primador Hinged Doors,0.38,4.22
X2 Evening Shadow Black  ColourVue & ClearVue,Primador Hinged Doors,0.5,4.22
X2 Regal Blue  ColourVue & ClearVue,Primador Hinged Doors,0.55,4.22
X2 Deep Regal Blue  ColourVue & ClearVue,Primador Hinged Doors,0.49,4.22
X2 Ruby Red  ColourVue & ClearVue,Primador Hinged Doors,0.59,4.22
X2 Sahara Sun Yellow  ColourVue & ClearVue,Primador Hinged Doors,0.59,4.22
X2 Sapphire Blue  ColourVue & ClearVue,Primador Hinged Doors,0.54,4.22
X2 Shadowlight 50  ColourVue & ClearVue,Primador Hinged Doors,0.51,4.22
X2 Shadowlight 25  ColourVue & ClearVue,Primador Hinged Doors,0.37,4.22
X2 Shadowlight 10  ColourVue & ClearVue,Primador Hinged Doors,0.24,4.22
X2 True Blue  ColourVue & ClearVue,Primador Hinged Doors,0.42,4.22
X2 Serene Green  ColourVue & ClearVue,Primador Hinged Doors,0.48,4.22
X2 Deep Serene Green ColourVue & ClearVue,Primador Hinged Doors,0.39,4.22
X2 Clear CoolVue & ClearVue,Primador Hinged Doors,0.38,4.22
X2 Grey CoolVue & ClearVue,Primador Hinged Doors,0.26,4.22
X2 Regal Blue CoolVue & ClearVue,Primador Hinged Doors,0.3,4.22
X2 Serene Green CoolVue & ClearVue,Primador Hinged Doors,0.32,4.22
